...1,IRS_audit,year,prices_adj,market_value,income_taxes,pretax_income,gross_income,net_sales_revenue,operating_profit_margin,employees,crnt_total_assets,DS_total_assets,turnover_value,turnover_volume,enterprise_value,total_capital
1,0,2004,13.19,3939.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,452990.9,NA,NA
2,1,2005,10.26,3125.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,765636.1,NA,NA
3,0,2006,14.21,4383.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,605246.6,NA,NA
4,0,2007,26.17,9010.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,792706.7,NA,NA
5,0,2008,5.25,1836.49,2000,1233000,1985000,3188000,41.34,NA,NA,10688000,NA,1074999,NA,6392000
6,0,2009,5.88,2074.34,12000,507000,1524000,2309000,39.63,NA,4347000,9152000,NA,1511931,1431487,6871000
7,0,2010,3.93,3010.61,-2000,-52000,1361000,2270000,28.77,3487,6901000,14912000,NA,1730844,3361967,9653000
8,0,2011,2.7,2083.57,0,-189000,1194000,3078000,5.78,3103,4176000,11975000,NA,2064050,3057118,9239000
9,0,2012,2.87,2218.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2727999,NA,NA
10,0,2013,2.87,2218.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0,2014,2.87,2218.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0,2015,2.87,2218.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0,2004,17.905,3581.28,65112,68477,657793,2361424,18.91,2644,2118288,7830028,NA,255618.7,6013815,5952134
14,1,2005,23.07,3723.54,43000,16000,447000,2708000,9.23,3682,2197000,7405000,NA,499590.3,6177673,5059000
15,0,2006,28.005,7082.07,325000,820000,1754000,5623000,25.57,3217,3083000,19408000,NA,903055.7,14727342,14553000
16,0,2007,43.21,10312.23,377000,892000,1953000,5989000,25.76,3412,3562000,19274000,NA,681078,17596092,13646000
17,1,2008,20.75,4835.72,713000,1670000,2638000,6885000,33.01,3526,8492000,24808000,NA,1139703,7910542,15067000
18,0,2009,23.94,6138.43,728000,1628000,2811000,8952000,24.72,4607,6208000,23378000,NA,812724.6,10711829,15791000
19,0,2010,19.56,4835.17,277000,709000,1963000,8985000,14.58,4964,7137000,26896000,NA,900743.9,10277236,18368000
20,0,2011,18.25,4196.9,-843000,-681000,1289000,8691000,6.63,5193,7597000,26715000,NA,724854.6,8516654,17663000
21,0,2012,22.59,7280.46,-327000,215000,1675000,8886000,8.41,8792,7956000,33867000,NA,1003507,18844733,26515000
22,0,2013,28.59,9606.22,-282000,-641000,1918000,11295000,8.31,7786,7596000,32700000,NA,864723.2,23381940,26485000
23,0,2014,28.16,9521.14,3000,97000,2566000,15868000,9.03,9806,8582000,39259000,1022870,1002437,26673058,31886000
24,0,2015,11.55,3628.73,1342000,-5130000,2353000,14674000,6.67,10468,7391000,32715000,27200780,1459016,22373017,24748000
25,0,2004,280.338,23071.47,1708000,4155000,5496000,11368000,38.96,7209,4431000,21391000,NA,952317.6,25861012,14248000
26,0,2005,382.545,32063.43,2020000,7133000,8094000,15208000,44.56,8017,6574000,26108000,NA,1498007,32971936,18270000
27,0,2006,468.397,41070.06,3466000,7830000,9154000,17661000,43.8,8886,6006000,32355000,NA,1102859,44092236,22169000
28,1,2007,749.166,64713.32,3507000,8578000,9603000,18784000,42.24,9700,8595000,36519000,NA,1623716,67413772,24624000
29,1,2008,540.627,45644.63,4629000,11371000,13757000,24217000,49.07,10400,7172000,41537000,NA,2309385,49380702,29399000
30,1,2009,787.536,66637.81,1918000,4669000,6625000,15369000,31.6,10100,8086000,44229000,NA,1761796,67310833,31741000
31,1,2010,949.935,80470.31,2995000,7359000,9516000,19043000,40.1,11000,13059000,52432000,NA,1368915,81368166,37595000
32,1,2011,898.999,76080.75,4201000,10459000,12900000,24092000,44.71,11300,11542000,60044000,NA,1317360,77164700,43491000
33,1,2012,723.075,61071.64,3118000,7390000,11423000,24123000,37.89,12300,9492000,64210000,NA,1156739,67375355,47071000
34,1,2013,909.839,76454.69,3755000,9282000,11396000,24561000,36.02,12900,11323000,69443000,NA,1159078,79123733,50311000
35,1,2014,816.765,63360.2,1685000,1224000,8228000,19442000,31.76,11700,13873000,56259000,4861630,1129389,60320577,41797000
36,1,2015,68.162,52079.12,-1330000,-9684000,2214000,12598000,4.77,11100,9402000,43437000,90239220,1227218,54936321,31233000
37,0,2011,NA,NA,0,242671,1042517,14960338,1.99,1578,1946504,3621109,NA,NA,NA,1911769
38,1,2012,27.81,655.42,1275,805312,1777371,20138687,4.56,1612,2307904,4140840,NA,23778.6,2432632,2453525
39,1,2013,30.91,1223.49,16681,230766,1332888,19151455,2.17,1735,2200506,4244574,NA,251978.9,2979609,2450803
40,0,2014,26.34,2201.46,-22412,55859,1030554,19828155,0.02,1714,2346671,4851109,118519.8,413612.9,3521557,2953665
41,0,2015,36.6,3564.61,86725,282258,1412482,13123929,2.49,2270,3022011,5903620,8262077,443380.4,4961201,3936212
42,0,2009,89.337,128.44,-318,-9790,2263,2866,-340.62,NA,34624,538365,NA,31693.1,516904,121721
43,0,2010,90.547,375.33,-683,35072,35700,40121,70.12,0,181587,1797432,NA,69158.4,1402410,382448
44,0,2011,86.173,1301.9,-1106,126326,171614,201634,76.83,0,416932,8100384,NA,590898.8,939098,1270086
45,0,2012,10.19,3234.25,-42219,245197,368145,455046,72.98,0,NA,16813944,NA,1284781,2489743,3450577
46,0,2013,9.17,3341.22,84411,659451,405563,555591,73.58,NA,NA,17173862,NA,1475156,NA,4494726
47,0,2014,10.13,3708.77,-73738,93401,287738,318301,23.64,0,NA,21043462,72924.6,803994.3,16973194,5277705
48,0,2015,8.23,2996.17,-16490,475720,754687,791759,60.15,0,NA,14531454,3378173,683541.1,12659636,5576671
49,0,2007,3.12,117.74,-335,-28095,-4290,0,NA,23,9973,10526,NA,57657.9,120674,10147
50,0,2008,0.31,14.39,195,-19041,-1699,0,NA,33,13615,29131,NA,48124.1,87673,28266
51,0,2009,3.68,209.61,0,-13504,-526,0,NA,28,24496,38612,NA,145226.2,126429,37850
52,0,2010,6.29,438.72,0,-23013,-7233,0,NA,68,21335,47555,NA,163762.3,147265,42036
53,0,2011,2.97,224.46,0,-27358,-12576,0,NA,84,33937,65391,NA,224674.1,216114,59123
54,0,2012,2.45,208.85,-62,-25146,-10569,13757,-178.86,98,27924,85143,NA,155381.3,144893,75920
55,0,2013,1.95,174.91,-11,-21874,-967,9026,-241.63,91,16528,73250,NA,151385.8,191502,63569
56,0,2014,1.68,154.13,-70,-26045,-4853,0,NA,63,11567,64907,8663.3,281288.1,170871,58129
57,0,2015,1.02,101.23,-35,-23397,-1049,3080,-648.9,61,10808,57900,508481.1,292111,140763,49077
58,0,2013,9.36,179.37,273,14726,36636,149496,11.64,120,NA,435282,NA,23354.6,588715,383266
59,0,2014,9.47,236.93,70,12829,31545,170278,7.74,137,NA,590906,3402.7,28571.6,735408,509232
60,1,2015,10.79,319.64,-34,31149,55351,270834,12.41,139,NA,689547,200736.4,31663.1,841976,570667
61,1,2013,6.786,14.33,0,-1527,1405,3578,-50.61,24,3369,6076,NA,799.9,14915,4122
62,1,2014,3.63,17.99,0,-3127,2993,4427,-72.37,31,13060,16651,768.1,6387.7,10049,14807
63,1,2015,1.23,6.4,-269,-9581,928,2115,-435.72,36,6481,8272,20240.7,5567.4,2137,6603
64,1,2011,12.29,1512.19,11929,-1292270,NA,281873,-510.67,548,NA,7399569,NA,105577.9,6461596,5848401
65,0,2012,17.23,2240.32,65410,3003032,NA,3528233,40.81,634,NA,20094650,NA,67346.3,15228569,17547883
66,1,2013,31.27,4493.71,107569,2374213,4219510,4273751,54.57,710,NA,21817782,NA,261862.4,21255723,19862684
67,0,2014,23.42,3818.48,147245,823311,1764860,1809929,42.34,845,NA,22572120,211895.5,317270.3,21797282,21100575
68,0,2015,15.38,2784.55,26733,362373,1137969,1182443,29.72,945,NA,3913601,5229718,262645.8,4640664,3215506
69,1,2011,NA,NA,-47000,-346000,577000,4561000,5.77,15000,1255000,5219000,NA,NA,NA,4132000
70,0,2012,15.98,1801.23,2000,4000,708000,4766000,7.47,15000,1233000,5108000,NA,41422.5,NA,3981000
71,1,2013,23.57,2731.76,28000,85000,707000,4647000,8.61,15000,1337000,5135000,NA,159940.7,6179105,3679000
72,0,2014,31.78,3756.4,4000,67000,666000,4958000,6.98,16000,1432000,5268000,258014.8,240857.8,6719035,3759000
73,1,2015,35.86,4303.2,36000,122000,778000,4881000,8.63,16000,1383000,5028000,12565070,378767.9,7103771,3595000
74,0,2004,47.05,26408.82,712000,2237000,NA,6422000,37.45,19659,NA,94456000,NA,509092.7,47833797,19728000
75,0,2005,37.93,21045.6,659000,2208000,NA,7495000,29.46,21681,NA,105225000,NA,649505.6,42685100,21004000
76,1,2006,40.93,22841.63,443000,1627000,NA,8108000,20.07,21362,NA,100669000,NA,466113.8,36814422,22580000
77,0,2007,25.24,13444.1,461000,1537000,NA,8494000,20.12,22678,NA,110962000,NA,955631.2,32739045,19793000
78,0,2008,7.73,4463.97,-551000,-2664000,NA,8205000,-26.17,22423,NA,119463000,NA,3179741,30102217,22877000
79,0,2009,9.92,7889.53,30000,767000,NA,7298000,-16.79,20998,NA,113354000,NA,7729080,21356913,23189000
80,1,2010,14.77,11761.1,187000,940000,NA,6645000,13.74,20838,NA,111007000,NA,3838995,24789288,23624000
81,0,2011,12.91,11874.34,533000,1831000,NA,6204000,30.88,21334,NA,116967000,NA,3785487,22764907,22925000
82,1,2012,14.99,13453.03,636000,2149000,NA,6130000,35.79,20798,NA,121894000,NA,2743401,25692710,19572000
83,0,2013,20.92,18468.91,772000,2521000,NA,6813000,32.57,19446,NA,130443000,NA,2154351,27177080,24102000
84,0,2014,20.59,16966.3,545000,1980000,NA,6321000,29.2,18351,NA,138706000,1380597,1928053,31735958,29930000
85,0,2015,20.48,16267.89,659000,2302000,NA,6637000,29.7,18261,NA,141082000,39769100,2010440,32104108,27870000
86,1,2011,16.64,11864.92,1330000,3669000,4969000,78638000,4.61,24210,12001000,25745000,NA,1007456,12131530,12797000
87,1,2012,30.555,20727.47,1845000,5212000,6518000,82235000,6.11,25985,13117000,27311000,NA,1688223,19842000,15447000
88,1,2013,44.565,26830.49,1113000,3210000,4971000,100212000,3.38,20185,12737000,28385000,NA,1742042,28738810,14705000
89,1,2014,45.53,25514.34,1280000,3682000,5642000,97928000,3.96,45340,11339000,30460000,535130.3,1681157,30196240,18000000
90,1,2015,52.16,27799.92,1506000,4286000,6934000,72163000,6.88,45440,9471000,43115000,34980900,1057673,44650040,31571000
91,0,2011,16.94,1800.72,740,-9387,169537,758952,0.35,51,NA,3288649,NA,79501.3,2751548,3077465
92,0,2012,19.19,2045.66,1369,42688,214806,854205,5.34,53,NA,3344179,NA,109300.7,3315254,3221562
93,0,2013,24.4,2993.56,879,107622,268042,970380,16.96,53,458828,3715445,NA,192424.1,4227269,3555999
94,0,2014,34.23,4519.19,1145,137272,318558,1109197,18.08,56,341685,4120877,99931.9,181086.9,5903306,3936231
95,0,2015,22.38,2813.74,-39126,152288,322468,1136340,18.03,56,199779,3930233,4958968,291249.8,4385997,3783279
96,0,2010,NA,20.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0,2011,NA,20.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0,2012,NA,20.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0,2013,NA,20.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,2014,NA,20.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0,2005,10.9,155.94,-3673,-11160,-5177,370859,-5.35,2600,212903,516253,NA,11118.2,195537,205045
102,0,2006,8.622,144.38,-10232,-30820,4478,401214,-7.03,2500,187839,483805,NA,8256,195196,161403
103,0,2007,8,149.92,-1337,-4757,16575,255908,-3.4,2600,186912,485982,NA,11626.9,291927,172843
104,0,2008,1.87,36.15,12296,-96410,18511,268209,-4.59,2500,183742,397319,NA,19818.6,82533,69615
105,1,2009,2.95,57.6,3871,-19588,20265,254804,-6.3,2400,175221,336896,NA,4358.8,55042,58300
106,0,2010,37.599,74.81,-4210,-20739,18829,230099,-4.56,2100,161732,287795,NA,4858.7,48774,42007
107,0,2011,5.95,165.49,1127,-8333,38917,245911,4.45,2300,153414,276060,NA,12716.1,156378,35709
108,0,2012,5.6,161.81,-3930,29288,49766,301780,5.96,2600,154010,275128,NA,7249.6,155673,72370
109,1,2013,7.13,211.34,-17986,18224,49708,325156,5.71,2800,185350,301163,NA,5763.3,185966,108254
110,0,2014,6.31,191.28,8742,20752,51974,372882,5.61,3000,221041,331318,453.1,8362.3,153096,125155
111,0,2015,9.47,292.04,11180,30576,68041,414648,7.41,3700,250360,360014,218107.9,21719.2,268504,147970
112,0,2012,NA,NA,0,-5,0,0,NA,NA,8,8,NA,NA,NA,0
113,0,2014,9.66,108.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,12601.2,NA,NA
114,0,2015,7.35,138.68,NA,-19590,1179,8661,-248.94,100,25201,32198,NA,20596,88001,8944
115,0,2004,25.43,1043.88,13900,35617,188680,213414,16.1,706,183519,209380,NA,112268.1,952875,179635
116,0,2005,41.36,1798.58,18280,48116,270239,306082,14.42,885,275605,309883,NA,156984.7,1594412,250056
117,0,2006,40.4,1807.98,30990,70722,355614,407790,15.02,1090,301473,413651,NA,173823.2,1613383,344700
118,0,2007,3.53,49.13,0,-3773,4205,6730,-39.07,6,47030,56729,NA,20137.1,4460,53256
119,0,2008,0.91,12.87,0,-14705,1975,4055,-163.92,6,6908,43627,NA,6441.5,8527,38460
120,0,2012,NA,NA,0,-893,17,282,-285.93,10,247,254,NA,NA,NA,-1466
121,0,2013,0.335,14.92,0,-2883,795,1558,-180.12,18,2499,6277,NA,6778,16010,5444
122,0,2014,0.4294,29.79,NA,-9751,-1091,523,-1852.45,NA,3274,7073,NA,61312,30634,5916
123,0,2015,0.04,3.27,NA,-7209,-1420,339,-2158.38,NA,1805,5346,NA,29365.3,2707,4455
124,1,2005,8.09,2412.02,34122,90807,298827,1715605,12.47,16722,650383,7536692,NA,258246.2,5871116,5474379
125,0,2006,10.25,3000.72,44845,96349,344668,1747295,14.29,22623,238337,9729389,NA,165264.1,8360448,6943400
126,0,2007,14.06,3918.13,143670,350380,468500,2285303,14.41,20591,421327,8932244,NA,303450.3,8678141,6609067
127,0,2008,4.81,1229.45,65717,163162,418771,2155622,15.4,20771,355510,8039523,NA,441839.3,5571930,5704482
128,0,2009,8.25,2090.42,76275,199368,421184,2053520,15.57,20176,377461,8890981,NA,329586.9,3809397,3323320
129,0,2010,8.28,2023.85,92458,219459,449223,2190552,16.1,20725,381918,9190540,NA,263524.1,3688651,3312328
130,0,2011,10.73,2446.42,79404,225636,478536,2316040,16.18,20891,328093,9320880,NA,228248.5,4161853,3273311
131,0,2012,13.62,2897.07,91548,245683,525227,2410481,16.65,20567,286199,9683078,NA,194494.9,4810450,3279448
132,0,2013,18.08,3832.24,96615,245719,549569,2556382,16.54,25719,393747,12883513,NA,303945.3,7015088,4579926
133,1,2014,23.22,4821.48,225980,402600,675813,2994012,16.4,23662,396856,11904866,63366.1,363107.9,7535390,4341172
134,0,2015,26.46,5199.54,135027,370351,671945,2986380,18.21,23785,308409,11695071,4491844,293845.3,8140260,4261139
135,0,2005,0.16,5.94,0,-847,57,57,-2010.14,14,1352,1354,NA,13816.8,6396,479
136,0,2013,15.51,7665.96,324000,1050000,NA,9428000,16.62,5000,NA,108045000,NA,2099263,12141350,23061000
137,0,2014,8.46,4201.74,-228000,-1276000,NA,9574000,0.64,5300,NA,111358000,170789.8,1885489,8034500,23651000
138,0,2015,3.8,1890.37,-9000,-15000,NA,8575000,5.03,4100,NA,106276000,5484638,1894957,4374540,21008000
139,0,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,0,2009,NA,88.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,2010,NA,95.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,0,2009,41.83,26454.27,739590,2677736,6841114,23170968,12.49,177000,8990514,11510506,NA,1230811,19552106,3474145
144,0,2010,48.62,31147.26,853910,2914369,7260706,23094078,12.71,204000,9563625,12303062,NA,1114876,20838924,3276168
145,1,2011,53.84,34845.71,958782,3512022,8373241,27352914,12.92,236000,11471183,14975431,NA,1260074,31754695,4350872
146,0,2012,65.66,42684.11,1079241,3904174,8987701,29777985,13.01,257000,12587931,15856650,NA,846944.7,35498300,4624450
147,0,2013,82.51,52557.98,784775,4339294,9384175,30394285,13.38,257000,11844178,15848482,NA,781111.9,43003010,5453429
148,1,2014,90.52,56858.25,1121743,4297701,9684466,31874678,13.44,305000,11904442,16778347,3020833,706676.9,48838339,6311740
149,1,2015,105.32,66131.88,1136741,4410530,9809239,32914424,13.67,358000,11579394,16992039,60352960,625115.6,57410490,6673158
150,0,2005,18,1135.49,0,44145,NA,47833,53.74,2,NA,1733384,NA,84970.3,171408,892886
151,0,2006,22.4,1836.91,0,120387,NA,152827,58.3,NA,NA,2511074,NA,135560.8,866002,1553707
152,0,2007,17.63,2103.26,0,312166,NA,266101,47.05,2,NA,3523218,NA,308804.8,1610265,2342060
153,0,2008,8.2,1166.21,0,-33438,NA,357878,-24.59,2,NA,3724324,NA,386423.7,3124189,3537030
154,0,2009,9.64,1679.47,0,-611879,NA,293564,-208.51,NA,NA,2548639,NA,542985.4,1546617,2453739
155,0,2010,11.12,2168.9,0,263290,NA,-132789,NA,NA,NA,3465116,NA,463049.9,2846952,2833422
156,0,2011,6.48,1276.84,0,180412,NA,206762,87.26,NA,NA,3148813,NA,497624.1,3406704,3014474
157,0,2012,8.28,1679.94,0,-86264,NA,16141,-534.44,NA,NA,2775263,NA,437140.8,2420470,2694568
158,0,2013,8.51,1912.55,0,104471,NA,257321,40.6,NA,NA,2944312,NA,492015.3,2848334,2833456
159,1,2014,7.445,1762.54,0,270872,274839,274839,98.54,NA,NA,3641951,174448.7,661132.9,3326169,3423872
160,0,2015,5.225,1219.52,NA,75422,420263,420263,17.89,NA,NA,3560891,2856316,418712.5,3311983,3011367
161,0,2004,109.667,2317.44,43529,88779,1106474,2365096,9.16,13500,863695,2193598,NA,148832.4,2895727,1167190
162,0,2005,19.73,4333.83,138881,319960,1395038,2910641,12.79,14500,1292947,2729556,NA,345554.6,4727800,1349766
163,0,2006,33.2,7481.28,198326,489717,1853920,4032027,13.64,24000,2212013,5944691,NA,389716.9,9187914,3492694
164,0,2007,21.36,4915.65,192643,527450,2720262,6034249,12.12,29000,2360830,6224701,NA,871953.1,6914578,3244073
165,0,2008,3.84,786.9,50810,-945549,2099279,5128817,6.87,30000,1915533,4681931,NA,1090251,4089047,2632724
166,0,2009,13.8,4040.88,26993,33450,1618462,4165820,5.64,29000,2266725,5036011,NA,1543514,6743015,3156597
167,0,2010,20.74,6696.82,130368,245496,2046765,5115316,9.11,31000,2260870,5111248,NA,1048630,8738522,2917696
168,0,2011,15.16,4971.98,189103,324762,2363701,5905411,9.31,34000,3550047,7219143,NA,1190221,7526102,4028350
169,0,2012,19.39,6383.82,185322,428749,2601940,6514099,10.07,37000,4084550,7809542,NA,803820.9,9197690,4225519
170,0,2013,26.24,8695.76,187187,444563,2805015,7184794,9.75,44000,2879812,6998414,NA,687594.2,10646645,3802896
171,0,2014,35.06,11670.31,263759,675548,3173555,9049918,8.12,52000,3524504,7647105,155735.9,506369.6,13038172,4153814
172,0,2015,35.13,11739.27,320853,716881,3458782,10855810,7.6,70000,5305223,10882691,10372090,479695.7,15421278,5404181
173,0,2008,0.15,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.9,NA,NA
174,0,2009,0.28,7.21,0,-4532,-32,0,NA,2,0,98,NA,25953.1,7650,-1015
175,0,2010,0.06,5.92,0,-8154,-23,4,-81711.35,2,19,97,NA,219024.9,5261,-1326
176,0,2011,0.0115,2.78,0,-8339,51,74,-4353.55,2,5,61,NA,552700,3206,-2230
177,0,2012,0.051,36.44,1,-16412,-22,37,-15063.57,2,713,1107,NA,2709144,33949,-2169
178,0,2013,0.0327,24.9,0,-5372,-28,83,-4076.54,5,303,577,NA,952527.1,41559,-3519
179,0,2014,0.0524,48.99,NA,-16817,-207,1,-1014799.61,NA,166,1382,NA,3120587,58442,-2573
180,0,2015,0.0153,19.62,NA,-19023,44,44,-30283.7,NA,315,2183,NA,1417913,24560,-2233
181,0,2004,6.7,4412.08,10415,63171,317776,377502,11.32,766,849880,1092680,NA,1650853,4029083,877448
182,0,2005,162.125,10999.14,20556,86535,456014,536941,15.53,944,972837,1215377,NA,2397586,10762093,1035759
183,0,2006,28.765,20275.98,133914,211128,772981,898873,19.43,1287,2311004,2646934,NA,1840126,20073543,2398660
184,1,2007,23.5,18135.42,290536,521457,1275581,1405820,30.24,1685,3084421,3470326,NA,2268596,16112160,2866580
185,0,2008,26.24,24045.7,164828,-1359098,1892547,2254781,12.23,2441,2841366,4267272,NA,2623949,23184598,3513531
186,1,2009,28.06,25792.87,198956,976806,2426630,2726322,30.87,2813,3844804,5229029,NA,2434218,22591557,4415669
187,0,2010,29.865,28111.33,132418,1014538,3068307,3578059,27.65,4182,4343199,10148303,NA,1821205,26468614,7263633
188,1,2011,33.775,29987.5,102066,1422326,4127018,4842103,34.98,4460,4353225,9972514,NA,1856243,28635883,6788312
189,1,2012,38.865,32878.79,225311,1681491,5013090,5506713,37.59,4700,5533665,11685206,NA,1550344,32084741,8465800
190,0,2013,84.465,69610.81,215500,1665400,5890700,6493900,30.49,5100,7550500,13378200,NA,1527924,68280490,9786400
191,0,2014,114.47,91427.63,327500,2327400,7026200,7670400,33.48,6012,9712600,17340100,8221772,1039485,88512672,12790500
192,0,2015,121.27,95276.31,421500,2023500,8556900,9256000,27.6,6971,9400900,27053400,154254900,1295598,101825016,20169400
193,1,2005,318.379,3424.22,120782,314024,1639140,3738320,10.93,21600,914209,3934218,NA,243689.9,5167971,3230277
194,0,2006,30.06,3473.96,106682,280956,1925231,4365576,8.78,39000,1021384,4506579,NA,243339.1,5358952,3653054
195,0,2007,300.353,3488.3,43003,93764,5866511,7127494,6.81,82200,2552898,13493643,NA,302773.2,12856460,11154302
196,1,2008,109.721,1243.25,129479,334174,8822026,10840098,9.07,78334,2605050,13818254,NA,393715.6,10406169,10936046
197,0,2009,303.563,3428.2,141325,409609,9855909,12107613,8.83,79214,2674995,14021472,NA,479943.6,12312358,11228912
198,1,2010,303.151,3408.51,159993,463002,10605532,12986500,8.59,87000,2871193,14698123,NA,495331,12483789,11446231
199,1,2011,139.929,1556.42,137653,424056,11139388,13626168,7.86,88000,2846089,15208840,NA,736293.6,10813834,11642986
200,0,2013,319.284,3683.97,88594,263221,10220902,12997693,6.43,87000,3747963,17117295,NA,443059.2,13233148,12776375
201,0,2014,452.299,6392.43,82000,294000,14596000,18639000,6.56,167000,5566000,27421000,122917.8,551717.4,23311841,21295000
202,0,2015,227.096,3260.81,116000,348000,15217000,19437000,6.43,165000,5166000,26861000,11355680,578468.9,20515453,21498000
203,0,2007,NA,NA,-408,-39385,17014,25333,-151.36,NA,NA,NA,NA,NA,NA,NA
204,0,2008,NA,NA,327,-44800,37290,50478,-83.15,NA,48334,70882,NA,NA,NA,12109
205,0,2009,NA,NA,66,-20223,66730,82908,-20.46,NA,135422,167076,NA,NA,NA,107450
206,0,2010,10.63,423.44,384,-8157,79122,107104,-6.65,291,92192,141300,NA,21782.6,296791,107361
207,0,2011,5.28,189.81,241,-16309,82084,123865,-12.84,347,79232,135922,NA,42907.7,137297,102690
208,0,2012,2.13,79.99,270,-30587,57651,88298,-34.56,154,59769,99965,NA,44043.8,37772,78440
209,0,2013,1.28,48.78,-87,-41390,17368,31922,-126.44,125,35781,58840,NA,34675.7,28556,41483
210,0,2014,2.54,100.46,-256,-19327,25581,35307,-54.13,91,33007,48122,2816.2,36420.1,73212,26311
211,0,2015,4.06,163.65,-338,-7919,35218,41804,-18.59,91,32839,44647,120090.8,29829.2,147378,22879
212,0,2004,495.501,19391.29,522000,1615000,4820000,29853000,7.83,125400,6907000,33333000,NA,341447.7,24088426,22166000
213,0,2005,543.128,21271.92,661000,2044000,5131000,30721000,7.09,123600,7549000,34202000,NA,411085.3,24698647,21059000
214,0,2006,61.416,23384.45,709000,2276000,5488000,30148000,8.14,122200,6725000,31844000,NA,392306.1,26915906,20957000
215,1,2007,719.664,26842.24,883000,2686000,6214000,32018000,9.39,122600,6772000,33308000,NA,455420.4,30009310,21955000
216,0,2008,390.903,14087.92,913000,-368000,6189000,33887000,8.7,123600,7189000,28687000,NA,689195.3,17168650,15363000
217,0,2009,51.564,17833.64,693000,2266000,5625000,33755000,7.36,120700,8635000,29242000,NA,719438.6,18157421,16878000
218,0,2010,588.577,18944.21,557000,2595000,6148000,34757000,9.16,117100,9904000,30809000,NA,560988.2,19908178,17602000
219,0,2011,58.89,15386.8,997000,3083000,5626000,26412000,12.4,72500,7746000,24511000,NA,605272.6,15543465,14271000
220,1,2012,66.76,16385.84,987000,2965000,5580000,25218000,12.41,68100,8392000,25001000,NA,402706.7,16238799,13444000
221,0,2013,114.7,25462.31,911000,2863000,5379000,24661000,12.66,65300,9488000,26172000,NA,396147.5,25719048,16548000
222,0,2014,151.08,30518.04,868000,2937000,5601000,23979000,13.33,64300,8184000,24950000,456715,300776.7,31385328,13160000
223,1,2015,191.48,34922.7,800000,2790000,5642000,23526000,13.07,NA,6334000,23045000,27131860,314219.4,38438835,11938000
224,0,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0,2015,4.86,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,NA,NA
226,1,2004,27.26,205294.8,2665000,14007000,41651000,52516000,38.87,115000,39694000,123287000,NA,5826146,199793970,75557000
227,1,2005,23.45,172859.1,3424000,11534000,39561000,51298000,29.9,106000,41896000,116844000,NA,7418561,167537520,71974000
228,0,2006,25.9,186750.4,1992000,13028000,37862000,48371000,31.2,98000,46949000,114483000,NA,7869973,164919600,76904000
229,0,2007,22.9,156402.4,1023000,9278000,36703000,48428000,28.75,86600,46849000,112827000,NA,9572433,141548530,72438000
230,1,2008,17.29,116585.2,1645000,9694000,38261000,48296000,34.42,81800,43076000,109892000,NA,12641140,113280660,65703000
231,1,2009,18.56,149770.5,2197000,10827000,38419000,50009000,32.01,116500,61670000,211621000,NA,14107250,169453300,133639000
232,0,2010,17.6,140975,1124000,9422000,46652000,67809000,26.38,110600,60468000,193825000,NA,13865040,156300120,126675000
233,1,2011,21.71,166883.9,4023000,12762000,47562000,67425000,29.31,103700,57728000,186802000,NA,12346820,176233000,117552000
234,1,2012,24.89,183254.4,2562000,12080000,42775000,58986000,32.15,91500,61415000,185798000,NA,8449523,187685987,112714000
235,0,2013,30.64,198579.9,4306000,15716000,37630000,51584000,32.74,77700,56244000,170547000,NA,9216336,200428370,107082000
236,1,2014,31.39,197777.6,3120000,12240000,36042000,49605000,27.32,78300,57702000,167730000,1872774,6583717,196874650,103163000
237,0,2015,32.83,202659.4,1990000,8964000,35550000,48851000,26.02,97900,43804000,165666000,143509200,7244126,215321000,93816000
238,0,2004,12.58,320.15,11526,30736,180180,969527,2.28,1350,214309,354638,NA,61360.8,229603,161419
239,0,2005,42.75,1148.48,17764,47747,220589,1169612,3.74,1500,338561,495439,NA,94922.6,959559,215619
